queue_average_reward;passed_cars_reward;pressure_reward;waiting_time_reward;noiseEmission_reward;COEmission_reward;CO2Emission_reward;fuel_reward;occupancy_reward;reward
-1;0;-6;-0.2;50.50493732;12.26718476;4057.38142;1.744030368;0;-3.255969632
-1;-1;-9;-0.27;-1.674708886;-526.6026348;-5294.42139;-2.276130795;-0.026939655;-10.27613079
-4;-3;-15;-0.37;-67.31902577;-354.060165;-9538.921126;-4.100463669;-0.040409483;-33.10046367
-1;1;-15;-0.48;-7.730834946;-299.040928;-14354.40939;-6.17038433;-0.013469828;-8.17038433
-2;1;-15;-0.57;68.0721128;-370.7091798;1501.906218;0.645320663;-0.013469828;-6.354679337
-1;0;-16;-0.67;-54.07836629;200.4762319;11415.09265;4.906854083;-0.013469828;-0.093145917
7;1;-14;0.92;-7.84992114;183.0976375;-10484.92618;-4.506763788;0.011552745;33.49323621
5;4;-9;0.84;-10.50322825;338.5786721;1103.882011;0.474742175;0.009973868;37.47474217
0;-1;-8;0.54;20.31792371;310.7710452;10931.96853;4.699174983;0.019890357;1.699174983
-3;1;-8;0.11;-7.999263982;-6.280797453;-1501.628458;-0.645409643;-0.001007488;-12.64540964
0;-1;-7;-0.16;4.852486916;-208.981437;-4733.432347;-2.034815018;0.026939655;-5.034815018
0;0;-4;-0.22;-6.558834469;373.196539;10402.94741;4.471971807;0.040409483;4.471971807
0;0;-3;-0.25;74.40909802;-102.1020169;5697.434689;2.448888626;0.013469828;2.448888626
-2;-4;-10;-0.31;-73.39603929;-386.5285205;-14427.83563;-6.201980038;-0.040409483;-28.20198004
-1;-2;-14;-0.37;8.680137921;234.7286891;9994.933246;4.29642727;-0.026939655;-6.70357273
6;3;-10;1.12;-17.85377065;81.85450663;-8964.047806;-3.853070236;0.013469828;35.14692976
-2;4;-5;0.33;-0.725240248;337.1708436;2516.676492;1.082012449;0.013469828;3.082012449
-1;-1;-4;-0.21;83.85751878;94.1405394;14213.13455;6.109461363;0.026939655;-1.890538637
-4;-3;-8;-0.34;-1.544156113;-390.311469;-2915.767548;-1.253578492;-0.013469828;-30.25357849
-1;-2;-12;-0.43;-2.921359122;-447.3187779;-11514.26142;-4.949635632;-0.026939655;-15.94963563
-1;0;-14;-0.47;-58.31389581;-257.3093323;-1373.879779;-0.59070427;-0.026939655;-5.59070427
0;0;-16;-0.55;-22.45106107;-339.2794131;-18509.16789;-7.956281171;-0.026939655;-7.956281171
-1;0;-17;-0.57;7.231214483;-162.8808059;4734.528496;2.034967706;-0.026108435;-2.965032294
-2;3;-16;-0.65;4.429679292;-166.9023316;-447.5483406;-0.192440952;-0.014301048;-1.192440952
8;0;-13;1.13;2.62559504;778.4220644;9143.683695;3.930856468;0.040203979;43.93085647
3;2;-8;0.93;13.19086337;742.3093169;14917.57915;6.412691414;0.036477969;27.41269141
0;1;-5;0.5;-14.73066568;-238.1536533;-13010.96336;-5.592837423;0.031076672;-2.592837423
-1;-1;-4;0.3;10.80863213;253.7370253;14225.29347;6.114862161;0.026239205;-1.885137839
0;0;-1;-0.03;47.36426459;158.1044005;-1915.50872;-0.823243447;0.0289557;-0.823243447
-2;-3;-6;-0.21;72.33483332;-181.2410307;5654.060147;2.43021377;-0.014785422;-16.56978623
-1;-2;-11;-0.27;-61.87151081;-358.9530806;-10134.38007;-4.35641488;-0.040409483;-15.35641488
-1;-1;-13;-0.36;3.044905527;169.7382676;6295.061572;2.705991178;-0.013469828;-5.294008822
-3;0;-15;-0.52;-1.56069714;-372.1148959;-4472.919935;-1.922957725;-0.026939655;-16.92295773
8;2;-11;0.99;-7.304704364;402.1186185;-749.3374492;-0.321873877;0.026939655;45.67812612
0;5;-5;0.49;-64.52998918;166.3844218;-4551.597058;-1.956337423;0.013469828;13.04366258
0;-1;-5;0.15;-10.44284364;-247.7551764;-8643.630615;-3.71553313;0.013469828;-6.71553313
-1;-2;-5;-0.14;29.9375723;414.9486218;20768.63898;8.927575487;0.026939655;-2.072424513
-1;-1;-5;-0.22;-14.61938115;-179.7524673;-4927.079078;-2.117978801;0.013469828;-10.1179788
-1;-1;-6;-0.25;77.78951487;29.25507732;10251.50243;4.406512419;-0.012090689;-3.593487581
0;-1;-8;-0.29;47.62790721;-189.1437691;-6884.473787;-2.959348919;-0.001379139;-5.959348919
-1;0;-9;-0.3;-53.00797012;-91.37826003;-2602.709485;-1.11884406;-0.013469828;-6.11884406
-1;-1;-12;-0.35;-11.25269652;-34.98413064;-1156.15304;-0.496971764;-0.026939655;-8.496971764
6;2;-7;0.96;10.96126525;482.2296766;11678.34344;5.020178669;0.037472643;41.02017867
0;4;-2;0.63;-74.90960568;94.56528654;-8440.899918;-3.628196777;0.016406667;8.371803223
1;-1;-2;0.19;57.91516962;88.38209255;-335.9892488;-0.144332661;0.013469828;1.855667339
-2;-2;-6;-0.06;-52.46294434;-150.8071062;-3431.817143;-1.475252378;-0.026939655;-17.47525238
-1;-1;-6;-0.18;62.39819588;247.070788;9626.772067;4.138182632;0.013469828;-3.861817368
-5;-2;-10;-0.29;70.81526812;-505.2093091;1452.312714;0.623894776;-0.026939655;-30.37610522
2;1;-9;-0.35;-5.659730156;-44.02568708;-5251.226737;-2.257261143;0;10.74273886
-3;-1;-12;-0.4;-56.81313628;-288.9739971;-864.1539742;-0.371617922;-0.026939655;-18.37161792
-1;0;-16;-0.49;-77.64386616;-512.7592937;-16224.51982;-6.974370843;-0.05387931;-11.97437084
7;2;-12;0.87;6.343055601;678.9437447;9865.694934;4.241164002;0.026939655;45.241164
1;4;-5;0.38;1.55840426;377.7345463;4485.731097;1.928408721;0.040409483;18.92840872
-2;0;-4;0.16;60.48122532;-38.17131046;2824.448977;1.214097202;0.013469828;-8.785902798
0;-2;-7;-0.09;-71.62647042;-132.9508675;-4203.838799;-1.807083491;-0.013469828;-7.807083491
-2;-1;-8;-0.29;15.70543554;-382.7126935;-3746.338095;-1.610592089;-0.007177488;-14.61059209
0;-1;-11;-0.32;-11.47640796;-49.01437584;318.7056242;0.136919552;-0.019762167;-2.863080448
-2;-1;-14;-0.43;-1.609149829;-264.1262129;-8505.786275;-3.656290588;-0.026939655;-16.65629059
-3;1;-13;-0.51;71.63789551;-197.3244775;7783.319386;3.345447406;-2.78E-17;-8.654552594
0;-1;-16;-0.6;-3.908747078;-125.9223842;-7131.004063;-3.065353496;-0.026939655;-6.065353496
8;1;-13;1.05;-4.956635213;512.5969371;1767.302139;0.760035036;0.026939655;43.76003504
1;5;-7;0.89;-77.34122349;42.23590925;-13498.36215;-5.802114254;0.013469828;14.19788575
0;0;-4;0.5;19.85200077;805.2421982;28220.67448;12.13096205;0.027871555;12.13096205
-2;-1;-6;-0.14;-5.137432229;-373.0390519;-8602.937272;-3.698198602;-0.000931899;-16.6981986
-1;-2;-8;-0.29;6.993839757;-271.306354;-476.0977042;-0.204813406;0;-11.20481341
-1;0;-8;-0.33;6.23335977;125.0058992;9230.428767;3.967771058;0;-1.032228942
-2;-1;-10;-0.42;-8.471115145;-332.5815467;-13980.58885;-6.009660397;-0.013469828;-19.0096604
-1;-1;-11;-0.45;5.459297503;-364.8260421;-102.9132011;-0.044494825;0;-8.044494825
0;1;-11;-0.45;-7.298912485;-88.51637854;-3670.835986;-1.577960647;-0.013469828;1.422039353
7;0;-9;0.96;18.48228356;777.873011;5739.917706;2.467782379;0.026939655;37.46778238
1;2;-7;0.53;-16.21395118;228.9701078;2698.716774;1.160107574;0;12.16010757
0;0;-6;0.41;-3.243685868;-46.58685842;758.1568147;0.325921601;0.012982906;0.325921601
-2;0;-6;0.1;61.44682746;166.154343;5445.28853;2.340723293;0.000486922;-7.659276707
0;-2;-9;-0.14;-69.1205292;-207.9628045;-6656.152006;-2.861216395;-0.013469828;-8.861216395
-3;0;-10;-0.25;5.510006226;0.143576065;-1066.755346;-0.458597783;-0.013469828;-15.45859778
-1;1;-8;-0.36;0.527353893;-358.2638729;-7041.159806;-3.026766468;0.013469828;-5.026766468
0;-1;-8;-0.4;69.93554769;-233.9176767;6691.830619;2.876266973;0.01281937;-0.123733027
-1;0;-8;-0.4;4.897593998;120.2244491;5695.876655;2.448418301;0.000650457;-2.551581699
9;0;-5;1.14;-60.96297297;642.5583964;-1145.347609;-0.49188641;0.040409483;44.50811359
-2;3;-2;0.66;-1.432405726;274.4252503;10382.1436;4.462879115;-0.001955977;3.462879115
0;-1;-4;-0.06;-16.97208716;-378.6965828;-26822.42742;-11.52961591;-0.020178882;-14.52961591
0;-1;-5;-0.1;5.259690528;228.8265009;17044.62654;7.326608052;0.008665031;4.326608052
-2;1;-3;-0.15;64.97827431;67.00274661;3986.350182;1.713574617;0.013469828;-5.286425383
-1;-2;-8;-0.2;-53.88648475;-462.0503909;1544.053556;0.663346204;-0.040409483;-10.3366538
-1;-2;-11;-0.25;-12.68795559;10.79612017;-7627.188545;-3.278467877;-0.013469828;-14.27846788
-3;2;-11;-0.36;62.46126776;-341.6583056;-4117.364291;-1.770052934;-0.026939655;-10.77005293
0;-1;-13;-0.43;2.945968396;-81.91029534;-2039.099484;-0.876576881;-0.013469828;-3.876576881
5;1;-10;0.85;-50.28465686;291.7299193;6895.876819;2.964355655;0.026939655;30.96435565
2;3;-4;0.47;-12.02102303;576.7053496;5079.045194;2.183572431;0.040409483;21.18357243
0;1;-1;0.03;-0.298571;143.3449991;3441.48982;1.479401866;0.026939655;4.479401866
-3;-2;-5;-0.12;59.86360107;-350.9989941;-6562.749094;-2.821186897;-0.026939655;-23.8211869
-1;-3;-8;-0.22;14.33837588;133.7028073;8271.814526;3.555664859;0;-10.44433514
-3;-2;-12;-0.31;-6.964394769;-436.4289645;-6090.738153;-2.618325481;-0.026939655;-23.61832548
-1;0;-16;-0.45;-74.39566028;-721.2417762;-18340.4028;-7.88400115;-0.05387931;-12.88400115
-2;2;-14;-0.49;13.59322688;53.35619754;2603.21579;1.11898212;0;-2.88101788
-2;0;-16;-0.6;-14.2810068;-235.3836898;-5389.775672;-2.316885401;-0.026939655;-12.3168854
8;0;-16;0.94;-0.624837915;250.8640652;-847.0743108;-0.364005646;0;39.63599435
5;5;-10;0.76;-9.988739705;374.3981171;-8247.901076;-3.545013058;0.011630318;36.45498694
-2;0;-7;0.45;25.61009246;606.9984865;28040.24585;12.05327996;0.030032086;2.053279961
-3;-1;-5;-0.12;2.795187071;-29.24925078;2993.856953;1.286862985;0.042188075;-16.71313701
0;-1;-6;-0.3;-0.142637841;-358.7500204;-985.5996593;-0.423847477;0.000578465;-3.423847477
0;0;-6;-0.3;-3.121910859;-38.08965433;-5324.620299;-2.288807164;0.009859849;-2.288807164
-1;0;-4;-0.32;7.275549034;263.960593;9979.992845;4.290069781;0.026939655;-0.709930219
-1;-2;-7;-0.35;52.35263982;-502.6494962;-11279.01845;-4.848536668;-0.013469828;-15.84853667
1;-1;-10;-0.35;-4.226609731;32.41852131;-178.7582374;-0.076824704;-0.026939655;1.923175296
6;0;-9;1.26;-2.897931128;552.0396599;3106.60141;1.335676557;0.013469828;31.33567656
-2;5;-2;0.66;8.884593956;364.6279623;6267.176882;2.694192695;0.026939655;7.694192695
-1;-2;-5;-0.1;-61.45950614;-368.1081073;-4191.392188;-1.801942689;-0.013469828;-12.80194269
-1;-2;-6;-0.2;0.185581149;-2.626415664;3848.719437;1.654385127;0.006600534;-9.345614873
0;0;-5;-0.23;78.24857444;174.4318075;8774.693211;3.771840626;0.020339122;3.771840626
-2;-1;-9;-0.27;-79.13549276;-456.2326483;-10980.76745;-4.72032066;-0.040409483;-17.72032066
0;-1;-11;-0.3;0.612031875;-206.1187653;-7301.163999;-3.138470837;-0.013469828;-6.138470837
0;2;-8;-0.33;-7.670469574;48.43962269;-244.467966;-0.105061107;0.013469828;5.894938893
0;1;-10;-0.35;21.05658125;-225.7346797;-4066.283057;-1.747995835;-0.040409483;1.252004165
4;-1;-9;0.88;-27.68852252;770.4532273;7395.693253;3.17949554;0.026939655;20.17949554
0;4;-3;0.56;71.73443441;-159.3024794;-5204.7427;-2.237325611;0.026939655;9.762674389
-2;-2;-5;0.09;8.0984315;168.7102707;8731.875843;3.753486438;0;-12.24651356
-2;-3;-9;-0.3;-6.225794163;-206.2878773;1207.028972;0.51869084;-0.013469828;-18.48130916
-4;-1;-13;-0.45;-64.05310516;-360.035595;-7545.710934;-3.243760613;-0.040409483;-26.24376061
-1;0;-13;-0.51;10.04419421;-618.5759592;-11243.06327;-4.833132545;0;-9.833132545
1;1;-13;-0.55;-0.700216985;52.58404095;7391.68871;3.177266976;-0.013469828;11.17726698
-1;0;-14;-0.55;50.91908158;-225.3053391;-10388.11401;-4.465429569;-0.013469828;-9.465429569
-1;0;-15;-0.59;18.58849807;-8.267121295;6273.718245;2.69674788;-0.013469828;-2.30325212
8;1;-12;1.19;-77.51347731;561.3471932;-1578.861655;-0.678317145;0.026939655;42.32168286
2;4;-6;0.75;8.605413681;338.6982625;6453.748956;2.774325861;0.026939655;24.77432586
0;0;-5;0.52;-2.537693199;228.3222277;3433.556275;1.476025338;0.013469828;1.476025338
1;-1;-4;0.54;-5.771945084;309.4318236;2399.64194;1.031695098;0.010150286;3.031695098
0;-1;-2;-0.02;15.3964561;298.4897098;14443.34719;6.2086097;0.045021074;3.2086097
-1;1;-1;-0.12;61.15151635;-40.59773742;4338.784173;1.864968221;0.026256126;-0.135031779
0;-3;-4;-0.15;-20.11863501;-326.1045241;-19557.39969;-8.406851504;-0.014078348;-17.4068515
-1;-1;-6;-0.15;18.3731427;106.0512182;15708.30987;6.752214623;-0.013469828;-1.247785377
-2;-1;-9;-0.24;-72.39466025;-68.96107517;-5622.106082;-2.416686704;-0.026939655;-15.4166867
4;1;-7;0.87;-4.753686547;82.84971717;-4653.049325;-2.000092017;0.013469828;20.99990798
0;4;-2;0.07;2.756812997;-32.16064384;-637.7985452;-0.274105335;0.010011768;11.72589466
0;-1;-3;-0.1;126.4617061;97.13380041;8649.88443;3.718159031;0.00345806;0.718159031
-4;-4;-10;-0.19;-57.54988475;-132.396239;-3670.197321;-1.577706142;-0.040409483;-33.57770614
-1;-1;-13;-0.32;-73.26808132;-246.9646203;-5157.282531;-2.216958806;-0.026939655;-10.21695881
-4;0;-16;-0.49;8.762829534;-568.9877659;-12126.02066;-5.2126986;-0.040409483;-25.2126986
-2;1;-17;-0.56;60.82397073;-395.4253458;2996.436019;1.287717876;-0.026939655;-5.712282124
-1;1;-17;-0.67;-11.74326889;-357.5966882;-19650.32375;-8.446804944;-0.013469828;-10.44680494
-2;0;-19;-0.74;6.528779856;-295.3690752;7196.441073;3.093146426;-0.026939655;-6.906853574
6;0;-16;0.81;1.394604369;582.361454;5186.429756;2.229736019;0.040409483;32.22973602
5;5;-7;0.47;-7.199930069;405.8634415;-3906.797498;-1.679078238;0.052672064;38.32092176
1;0;-5;0.6;-1.776345637;322.4052286;8456.296797;3.635148831;0.028146901;8.635148831
-1;-1;-6;0.41;-4.710856099;60.00396237;-5815.463282;-2.499696989;-0.012860902;-10.49969699
-1;-2;-9;0.07;13.23873182;204.877355;17610.76504;7.570003476;-0.000608925;-3.429996524
-1;0;-9;-0.34;0.624242958;-105.6813852;-1916.439923;-0.823863279;0;-5.823863279
-3;-2;-10;-0.45;3.854518427;-60.85502132;3557.68272;1.529266457;0.013469828;-19.47073354
-1;1;-12;-0.5;-3.149098581;-872.5143081;-14855.29964;-6.386081338;-0.040409483;-8.386081338
-1;-2;-16;-0.55;-69.0522263;37.75632502;-6473.82559;-2.782695421;-0.026939655;-13.78269542
7;1;-14;0.97;2.73819683;729.4271493;13315.92778;5.724236365;0.013469828;43.72423636
2;3;-8;0.96;-6.550015304;444.3524497;837.7017804;0.360364638;0.040409483;19.36036464
-2;1;-6;0.33;-1.908657766;-290.019223;-5608.885318;-2.411095135;0.013469828;-9.411095135
-1;-1;-5;-0.24;137.9918986;132.6043825;10151.52216;4.363635763;0.026939655;-3.636364237
-3;-3;-10;-0.35;1.893615218;-91.68005371;3527.805373;1.516355813;-0.026939655;-22.48364419
-2;-2;-16;-0.49;-128.6298749;-622.8718523;-12559.3177;-5.398966349;-0.05387931;-21.39896635
-2;0;-17;-0.6;3.107938677;-201.3490564;-5320.942838;-2.287293942;-0.013469828;-12.28729394
-1;2;-15;-0.67;58.95998082;-307.3495398;-1977.39647;-0.850194826;0;0.149805174
-1;0;-18;-0.7;-5.387081904;-535.0750295;-14212.64555;-6.109544269;-0.040409483;-11.10954427
6;0;-16;1.01;-3.826512372;1003.971356;12163.94362;5.22923064;0.026939655;35.22923064
5;6;-9;0.94;-62.97172124;47.0512464;-8174.592884;-3.513796836;0.013469828;39.48620316
0;-1;-7;0.81;4.261611246;580.337001;16115.48126;6.927525351;0.040409483;3.927525351
0;0;-4;0.12;3.903639298;50.2275718;3691.51134;1.586834395;0.040409483;1.586834395
-2;-1;-1;-0.22;83.09438771;324.4318125;18861.90955;8.107893814;0.039078738;-4.892106186
0;-3;-6;-0.25;-72.6982497;-376.2020156;-12154.00591;-5.224535974;-0.012139082;-14.22453597
-1;-3;-12;-0.3;-19.42299159;-470.110221;-12740.83994;-5.476874506;-0.0464877;-19.47687451
-1;1;-13;-0.32;7.437449021;120.3045763;4868.107169;2.092552564;-0.020861438;0.092552564
-1;0;-15;-0.39;-10.89297715;-202.9163668;-12783.97431;-5.495200392;-0.026939655;-10.49520039
5;1;-13;0.97;20.30279826;420.8503845;12527.57349;5.385136012;0.013469828;33.38513601
-1;5;-6;0.71;-9.767636357;266.6303111;1471.735521;0.632828207;0.026939655;10.63282821
0;1;-3;-0.11;2.951760713;-6.808373529;6216.794841;2.672165356;0.026939655;5.672165356
-2;-4;-7;-0.29;17.56283079;44.00278419;9447.923338;4.061221726;-0.001734284;-17.93877827
-1;-1;-9;-0.33;-13.43607296;-295.6754622;-8633.977183;-3.711456081;-0.011735544;-11.71145608
-1;-1;-11;-0.43;3.661613247;-239.9378505;-3782.47331;-1.62606681;-0.013469828;-9.62606681
-2;-1;-15;-0.46;-9.22766263;-420.7542437;-12818.31547;-5.510101393;-0.040409483;-18.51010139
0;0;-13;-0.53;-2.65935151;246.4752065;2725.442702;1.171710444;0.026939655;1.171710444
-1;3;-10;-0.55;88.78871049;-309.5817705;6428.390358;2.76294648;2.78E-17;6.76294648
10;0;-8;1.21;-27.82695569;706.4367034;-4524.240679;-1.944244673;0.026939655;48.05575533
1;3;-4;1.01;-67.73018281;117.8208552;-4134.654936;-1.777249066;0.013469828;12.22275093
-2;0;-2;0.64;76.29387751;578.3940251;22773.86986;9.78967918;0.026939655;-0.21032082
-2;-3;-4;-0.11;1.508906397;-105.3279596;-3224.093165;-1.385943434;0.013469828;-20.38594343
0;0;-5;-0.2;-68.92050642;-413.2137027;-7068.479839;-3.038588307;-0.013469828;-3.038588307
0;-2;-9;-0.25;3.564953309;15.58566299;199.8895809;0.085810578;-0.026939655;-5.914189422
-2;0;-10;-0.29;55.10451525;-383.2775524;-6524.543583;-2.804658894;-0.013469828;-12.80465889
-1;0;-10;-0.36;11.75149625;372.2256188;13412.28982;5.765397676;0;0.765397676
-2;-1;-12;-0.47;13.32640948;-250.8324012;-228.4229625;-0.098341562;-0.013469828;-13.09834156
7;1;-10;0.98;-80.37945193;-20.92031056;-10424.50197;-4.480926334;0.013469828;33.51907367
2;4;-4;0.58;-2.113127247;514.2477833;1665.471945;0.716202905;0.026939655;22.7162029
-1;1;-2;0.15;11.8628855;113.1739857;4868.925928;2.09301165;0.013469828;0.09301165
-1;-2;-2;-0.11;62.81438322;304.6501322;8541.368888;3.671653311;0.026939655;-7.328346689
0;-3;-7;-0.15;-18.98544798;-301.9716054;-9338.796206;-4.014417961;-0.026939655;-13.01441796
-2;-1;-11;-0.23;-48.98850575;-399.7525641;4242.730404;1.823423769;-0.040409483;-11.17657623
-4;0;-12;-0.37;-0.046695232;-77.20285176;-8790.088894;-3.778419245;-0.013469828;-23.77841925
-1;1;-11;-0.42;8.151684369;-394.4490831;676.0320207;0.290317762;-0.00233718;-1.709682238
-1;0;-14;-0.5;-17.24820977;-393.8933504;-15710.89149;-6.753493528;-0.038072303;-11.75349353
7;0;-13;0.94;1.931477579;676.8958717;9861.9244;4.23954778;0.013469828;39.23954778
0;5;-7;0.57;-9.161837375;134.9330192;-2626.620017;-1.128973243;0.00244866;13.87102676
-1;-1;-6;-0.01;-1.643672023;114.8372392;4180.921876;1.797224178;0.027070195;-6.202775822
-2;-1;-6;-0.29;87.62833472;60.41156733;15861.0104;6.817830509;0.023639532;-6.182169491
-2;-1;-9;-0.41;-71.65748688;-381.4714734;-9473.179835;-4.072269119;-0.026218731;-17.07226912
-1;-4;-16;-0.5;3.108369781;-358.77718;-7355.222599;-3.161879582;-0.040409483;-20.16187958
-1;2;-14;-0.53;-9.189280641;-130.9684367;-3229.623167;-1.388330528;0;-0.388330528
-2;-1;-17;-0.61;-0.199506867;-367.3965549;-7755.968697;-3.33407994;-0.026939655;-16.33407994
0;1;-18;-0.65;-5.733168139;48.97909199;1475.483028;0.63429654;-0.026939655;3.63429654
6;1;-17;1.11;-3.138920767;379.1797465;-4710.078967;-2.024367016;-5.55E-17;30.97563298
3;3;-12;0.96;8.583175526;764.5347153;17881.62753;7.686816942;0.023680953;31.68681694
-1;1;-8;0.41;-0.454783192;-95.94481634;-455.9142544;-0.196062384;0.040159763;-2.196062384
-2;0;-7;0.04;64.04223963;-245.1852165;721.3764517;0.309921489;0.016978249;-9.690078511
-2;-3;-10;-0.26;13.30517739;198.235741;10357.33661;4.452183885;2.78E-17;-14.54781612
-2;0;-11;-0.4;-81.10996871;-589.6073807;-17180.65659;-7.385332218;-0.013469828;-17.38533222
-1;-2;-14;-0.55;-2.854183252;-163.9674889;-9920.781676;-4.264531445;-0.013469828;-15.26453145
-1;0;-15;-0.61;6.773019261;-154.3150929;6727.102315;2.891463594;-0.013469828;-2.108536406
-1;1;-16;-0.65;9.846000747;-365.8449701;453.9181596;0.194911788;-0.026939655;-1.805088212
7;0;-14;1.12;-16.78818539;838.693961;1113.850554;0.479336079;0.026939655;35.47933608
4;3;-10;1.17;-7.298256852;3.236428022;-14030.19765;-6.030789749;0.013469828;22.96921025
0;0;-8;0.61;15.50918301;495.6008612;16944.99484;7.283997752;0.026939655;7.283997752
-1;0;-6;0.06;-8.491154618;196.1824004;2400.123066;1.031857552;0.026939655;-3.968142448
-1;0;-3;-0.24;92.85430154;284.7265625;20493.18042;8.80906306;0.033198699;3.80906306
-2;-3;-7;-0.32;51.39949677;-319.0807246;-1209.611591;-0.520175796;-0.006259044;-19.5201758
-2;-2;-11;-0.4;-128.8532056;-537.5308375;-17259.99257;-7.419415852;-0.026939655;-23.41941585
-1;-1;-13;-0.44;-3.513167935;-9.360608554;-337.1808915;-0.144995401;-0.013469828;-8.144995401
-1;1;-15;-0.5;-10.82324738;-712.325866;-17226.17772;-7.405001895;-0.040409483;-9.405001895
10;3;-9;1.16;-6.28221367;1097.920779;10994.43433;4.726621769;0.040409483;63.72662177
-2;3;-5;0.77;10.55221204;261.7336656;11687.17429;5.023830106;0.011939841;4.023830106
-2;-1;-4;0.04;12.06171307;-0.938694612;3753.30226;1.613315385;0.028469642;-11.38668461
1;0;-3;-0.2;56.25540222;49.65727435;1463.078362;0.628964264;0.013469828;5.628964264
-3;-4;-8;-0.27;11.6261094;-16.30561951;6845.140729;2.942307878;-0.013469828;-24.05769212
0;-1;-9;-0.34;-8.303413357;-320.1662458;-7448.763567;-3.202014921;0;-6.202014921
-2;-1;-12;-0.39;-60.09464196;-295.6485917;-3741.625624;-1.60852989;-0.026939655;-14.60852989
0;1;-13;-0.41;48.76096565;-360.2260563;-17416.26783;-7.486515857;-0.026939655;-4.486515857
-1;0;-16;-0.46;-63.44880973;-100.923973;-1264.726084;-0.543727142;-0.040409483;-5.543727142
7;1;-14;1.18;1.884187493;544.3153548;5418.128;2.329318566;0.013469828;40.32931857
-1;6;-8;0.77;3.710444515;342.4175379;5820.363935;2.502016762;0;15.50201676
1;-1;-6;0.13;0.249052475;-82.28321235;-1932.310389;-0.830620431;0.027804937;1.169379569
-2;-1;-6;-0.21;7.865880292;23.06069579;6813.726764;2.928874252;0.026074374;-10.07112575
-1;-1;-7;-0.27;53.87879015;110.1746143;3757.416162;1.615243307;0;-6.384756693
-2;-2;-8;-0.38;8.898110878;-120.5619672;3245.600939;1.394983433;0.008028926;-14.60501657
-2;-1;-11;-0.44;-8.554689966;-699.4049033;-18628.18011;-8.007637261;-0.021498754;-21.00763726
0;-1;-14;-0.5;0.659616872;-163.6514293;1394.802144;0.599365253;-0.026939655;-2.400634747
-3;0;-16;-0.54;-57.80369186;-188.2876338;-3324.667474;-1.429150028;-0.026939655;-16.42915003
9;2;-12;1.18;-9.659949966;498.3988353;-6076.194348;-2.611532971;0.024248456;48.38846703
2;3;-6;0.72;23.78945183;774.6870194;27972.78661;12.02440849;0.037493363;31.02440849
-2;1;-4;0.35;-7.254825688;-149.9975592;-12685.26787;-5.452807301;0.013068048;-12.4528073
0;0;-6;0.01;-19.89202857;-313.6639424;-3911.358716;-1.681380476;-0.020930557;-1.681380476
1;-1;-6;-0.14;-9.23329645;275.1443812;-5667.416788;-2.435920968;0.013469828;-0.435920968
-3;-2;-9;-0.19;23.90065035;71.90563128;22218.45056;9.550462213;-0.013469828;-11.44953779
-2;1;-7;-0.32;-3.532414912;-136.2567394;-8198.975055;-3.524360329;0.013469828;-10.52436033
-1;-5;-13;-0.39;-11.08500456;-298.9227796;-4508.688424;-1.938184383;-0.013469828;-21.93818438
0;2;-13;-0.45;24.20976666;-132.8141282;2245.359899;0.964976631;-0.026939655;6.964976631
7;0;-12;1.06;-25.9261206;484.2553547;-741.3796182;-0.31830648;0.013469828;34.68169352
0;5;-4;0.55;10.13203299;297.4256635;4814.108271;2.06952346;0.040409483;17.06952346
-2;0;-2;0.02;10.38211803;-68.66964817;-480.8910085;-0.206735813;0.026939655;-10.20673581
0;-1;-4;-0.19;-18.31669934;-236.8101004;-6532.1459;-2.80798188;-0.017818322;-5.80798188
0;-3;-5;-0.2;15.49289938;346.0487581;12152.93972;5.224061049;0.018481116;-3.775938951
-2;0;-4;-0.22;72.21544909;82.66608857;11183.88233;4.807427846;0.025924106;-5.192572154
-1;-1;-8;-0.3;-58.39960774;-311.9456854;-7726.763863;-3.321565548;-0.040056729;-11.32156555
1;-1;-9;-0.3;-14.1330822;-248.2144239;-8624.223333;-3.707186308;0;-1.707186308
0;0;-10;-0.3;5.026829794;-51.75507811;-3731.581323;-1.604005105;-0.013469828;-1.604005105
4;2;-6;1.37;0.636612343;737.4185908;8409.090931;3.615082707;0.026939655;29.61508271
-2;3;-2;0.17;50.60801858;-39.90713366;4805.249538;2.065470597;0.013469828;1.065470597
0;-3;-5;-0.2;5.881689898;-243.0179437;303.36829;0.13024772;0;-8.86975228
-3;-2;-10;-0.24;-70.90038005;-161.9015436;-11438.56244;-4.916872339;-0.040409483;-25.91687234
-1;0;-12;-0.34;64.74736704;-401.1161991;-3039.745383;-1.306987587;-0.026939655;-6.306987587
0;1;-11;-0.39;4.050649579;118.4940466;5284.152374;2.271499144;0;5.271499144
-3;-1;-13;-0.45;5.760012365;-208.7287256;3428.639105;1.473626721;-0.013469828;-16.52637328
0;1;-12;-0.54;59.36372352;-321.6348304;-10696.25494;-4.59791593;0;-1.59791593
-2;-2;-15;-0.61;1.610323076;-31.60462979;5138.022121;2.208513353;-0.013469828;-13.79148665
8;2;-12;1.12;-66.05027422;1.041869897;-11614.08077;-4.992245374;0.012077918;41.00775463
4;5;-5;0.87;-9.096161126;697.681042;3607.648558;1.551157796;0.028331565;36.5511578
1;-1;-5;0.6;-68.44420395;347.6697777;480.5648961;0.206813051;0.013469828;2.206813051
